date,temperature,humidity,luminosity
2023-12-07 15:27:57.322,21.2,34.9,146
2023-12-07 15:27:56.314,21.2,34.9,146
2023-12-07 15:27:55.315,21.2,34.9,147
2023-12-07 15:27:54.307,21.2,34.9,146
2023-12-07 15:27:53.303,21.2,34.9,146
2023-12-07 15:27:52.296,21.2,34.9,146
2023-12-07 15:27:51.296,21.2,34.9,146
2023-12-07 15:27:50.284,21.2,34.9,147
2023-12-07 15:27:49.285,21.2,34.9,147
2023-12-07 15:27:48.277,21.2,34.8,147
2023-12-07 15:27:47.274,21.2,34.8,148
2023-12-07 15:27:46.266,21.2,34.8,147
2023-12-07 15:27:45.267,21.2,34.8,150
2023-12-07 15:27:44.259,21.2,34.8,151
2023-12-07 15:27:43.256,21.2,34.8,151
2023-12-07 15:27:42.248,21.2,34.8,151
2023-12-07 15:27:41.244,21.2,34.8,150
2023-12-07 15:27:40.236,21.2,34.8,151
2023-12-07 15:27:39.237,21.2,34.8,150
2023-12-07 15:27:38.230,21.2,34.8,151
2023-12-07 15:27:37.226,21.2,34.8,150
2023-12-07 15:27:36.218,21.2,34.7,150
2023-12-07 15:27:35.218,21.2,34.7,150
2023-12-07 15:27:34.211,21.2,34.7,151
2023-12-07 15:27:33.208,21.2,34.7,150
2023-12-07 15:27:32.199,21.2,34.7,150
2023-12-07 15:27:31.196,21.2,34.7,149
2023-12-07 15:27:30.189,21.2,34.7,148
2023-12-07 15:27:29.189,21.2,34.7,147
2023-12-07 15:27:28.181,21.2,34.7,149
2023-12-07 15:27:27.177,21.2,34.7,149
2023-12-07 15:27:26.170,21.2,34.6,150
2023-12-07 15:27:25.170,21.2,34.6,150
2023-12-07 15:27:24.163,21.2,34.6,151
2023-12-07 15:27:23.159,21.2,34.6,151
2023-12-07 15:27:22.152,21.2,34.6,151
2023-12-07 15:27:21.148,21.2,34.6,151
2023-12-07 15:27:20.140,21.2,34.6,151
2023-12-07 15:27:19.141,21.2,34.6,151
2023-12-07 15:27:18.133,21.2,34.6,151
2023-12-07 15:27:17.130,21.2,34.6,151
2023-12-07 15:27:16.122,21.2,34.6,152
2023-12-07 15:27:15.123,21.2,34.6,151
2023-12-07 15:27:14.110,21.3,34.8,151
2023-12-07 15:27:13.111,21.3,34.8,151
2023-12-07 15:27:12.103,21.2,34.7,151
2023-12-07 15:27:11.100,21.2,34.7,151
2023-12-07 15:27:10.092,21.2,34.7,149
2023-12-07 15:27:09.092,21.2,34.7,149
2023-12-07 15:27:08.085,21.2,34.7,149
2023-12-07 15:27:07.081,21.2,34.7,149
2023-12-07 15:27:06.073,21.2,34.6,150
2023-12-07 15:27:05.070,21.2,34.6,149
2023-12-07 15:27:04.062,21.2,34.6,149
2023-12-07 15:27:03.066,21.2,34.6,149
2023-12-07 15:27:02.058,21.2,34.5,149
2023-12-07 15:27:01.055,21.2,34.5,149
2023-12-07 15:27:00.047,21.2,34.5,149
2023-12-07 15:26:59.047,21.2,34.5,149
2023-12-07 15:26:58.040,21.2,34.6,149
2023-12-07 15:26:57.036,21.2,34.6,150
2023-12-07 15:26:56.029,21.2,34.6,149
2023-12-07 15:26:55.025,21.2,34.6,149
2023-12-07 15:26:54.018,21.2,34.6,149
2023-12-07 15:26:53.018,21.2,34.6,149
2023-12-07 15:26:52.011,21.2,34.6,149
2023-12-07 15:26:51.007,21.2,34.6,149
2023-12-07 15:26:49.999,21.2,34.6,149
2023-12-07 15:26:48.995,21.2,34.6,149
2023-12-07 15:26:47.988,21.2,34.6,149
2023-12-07 15:26:46.988,21.2,34.6,149
2023-12-07 15:26:45.981,21.2,34.6,149
2023-12-07 15:26:44.977,21.2,34.6,149
2023-12-07 15:26:43.969,21.2,34.6,149
2023-12-07 15:26:42.970,21.2,34.6,151
2023-12-07 15:26:41.958,21.3,34.8,149
2023-12-07 15:26:40.958,21.3,34.8,152
2023-12-07 15:26:39.951,21.3,34.8,152
2023-12-07 15:26:38.947,21.3,34.8,151
2023-12-07 15:26:37.939,21.3,34.8,152
2023-12-07 15:26:36.940,21.3,34.8,152
2023-12-07 15:26:35.932,21.3,34.8,152
2023-12-07 15:26:34.929,21.3,34.8,152
2023-12-07 15:26:33.921,21.3,34.8,152
2023-12-07 15:26:32.917,21.3,34.8,152
2023-12-07 15:26:31.910,21.3,34.7,152
2023-12-07 15:26:30.911,21.3,34.7,151
2023-12-07 15:26:29.903,21.3,34.7,152
2023-12-07 15:26:28.899,21.3,34.7,152
2023-12-07 15:26:27.891,21.3,34.7,152
2023-12-07 15:26:26.892,21.3,34.7,152
2023-12-07 15:26:25.884,21.3,34.6,152
2023-12-07 15:26:24.881,21.3,34.6,152
2023-12-07 15:26:23.873,21.3,34.6,152
2023-12-07 15:26:22.869,21.3,34.6,152
2023-12-07 15:26:21.862,21.3,34.6,152
2023-12-07 15:26:20.862,21.3,34.6,152
2023-12-07 15:26:19.855,21.3,34.6,152
2023-12-07 15:26:18.851,21.3,34.6,152
2023-12-07 15:26:17.843,21.3,34.6,152
2023-12-07 15:26:16.844,21.3,34.6,152
2023-12-07 15:26:15.836,21.3,34.6,152
2023-12-07 15:26:14.832,21.3,34.6,152
2023-12-07 15:26:13.825,21.3,34.5,152
2023-12-07 15:26:12.821,21.3,34.5,152
2023-12-07 15:26:11.814,21.3,34.5,149
2023-12-07 15:26:10.814,21.3,34.5,149
2023-12-07 15:26:09.807,21.3,34.5,149
2023-12-07 15:26:08.803,21.3,34.5,149
2023-12-07 15:26:07.795,21.3,34.5,149
2023-12-07 15:26:06.792,21.3,34.5,149
2023-12-07 15:26:05.784,21.3,34.5,149
2023-12-07 15:26:04.785,21.3,34.5,149
2023-12-07 15:26:03.777,21.3,34.5,149
2023-12-07 15:26:02.777,21.3,34.5,149
2023-12-07 15:26:01.770,21.3,34.4,149
2023-12-07 15:26:00.770,21.3,34.4,149
2023-12-07 15:25:59.758,21.3,34.4,149
2023-12-07 15:25:58.759,21.3,34.4,149
2023-12-07 15:25:57.751,21.3,34.4,149
2023-12-07 15:25:56.748,21.3,34.4,149
2023-12-07 15:25:55.740,21.3,34.3,149
2023-12-07 15:25:54.740,21.3,34.3,149
2023-12-07 15:25:53.733,21.3,34.3,149
2023-12-07 15:25:52.729,21.3,34.3,149
2023-12-07 15:25:51.722,21.3,34.3,149
2023-12-07 15:25:50.718,21.3,34.3,149
2023-12-07 15:25:49.711,21.3,34.3,149
2023-12-07 15:25:48.711,21.3,34.3,149
2023-12-07 15:25:47.704,21.3,34.3,149
2023-12-07 15:25:46.700,21.3,34.3,149
2023-12-07 15:25:45.692,21.3,34.3,149
2023-12-07 15:25:44.689,21.3,34.3,149
2023-12-07 15:25:43.681,21.3,34.3,149
2023-12-07 15:25:42.681,21.3,34.3,149
2023-12-07 15:25:41.673,21.3,34.3,149
2023-12-07 15:25:40.670,21.3,34.3,149
2023-12-07 15:25:39.662,21.3,34.4,149
2023-12-07 15:25:38.663,21.3,34.4,149
2023-12-07 15:25:37.651,21.3,34.4,149
2023-12-07 15:25:36.652,21.3,34.4,149
2023-12-07 15:25:35.644,21.3,34.4,149
2023-12-07 15:25:34.640,21.3,34.4,149
2023-12-07 15:25:33.633,21.3,34.4,149
2023-12-07 15:25:32.633,21.3,34.4,149
2023-12-07 15:25:31.625,21.3,34.4,149
2023-12-07 15:25:30.622,21.3,34.4,149
2023-12-07 15:25:29.614,21.3,34.4,149
2023-12-07 15:25:28.610,21.3,34.4,149
2023-12-07 15:25:27.603,21.3,34.5,149
2023-12-07 15:25:26.603,21.3,34.5,149
2023-12-07 15:25:25.596,21.3,34.5,148
2023-12-07 15:25:24.592,21.3,34.5,147
2023-12-07 15:25:23.584,21.3,34.5,148
2023-12-07 15:25:22.585,21.3,34.5,143
2023-12-07 15:25:21.573,21.3,34.6,131
2023-12-07 15:25:20.574,21.3,34.6,155
2023-12-07 15:25:19.566,21.3,34.6,155
2023-12-07 15:25:18.562,21.3,34.6,155
2023-12-07 15:25:17.555,21.3,34.6,154
2023-12-07 15:25:16.555,21.3,34.6,154
2023-12-07 15:25:15.547,21.3,34.7,154
2023-12-07 15:25:14.544,21.3,34.7,155
2023-12-07 15:25:13.536,21.3,34.7,155
2023-12-07 15:25:12.537,21.3,34.7,155
2023-12-07 15:25:11.525,21.3,34.8,155
2023-12-07 15:25:10.525,21.3,34.8,155
2023-12-07 15:25:09.518,21.3,34.9,154
2023-12-07 15:25:08.514,21.3,34.9,154
2023-12-07 15:25:07.506,21.3,34.9,154
2023-12-07 15:25:06.507,21.3,34.9,154
2023-12-07 15:25:05.499,21.3,34.9,155
2023-12-07 15:25:04.496,21.3,34.9,155
2023-12-07 15:25:03.488,21.3,34.9,154
2023-12-07 15:25:02.488,21.3,34.9,155
2023-12-07 15:25:01.480,21.3,35.0,154
2023-12-07 15:25:00.481,21.3,35.0,153
2023-12-07 15:24:59.473,21.3,35.0,154
2023-12-07 15:24:58.470,21.3,35.0,154
2023-12-07 15:24:57.462,21.3,35.0,154
2023-12-07 15:24:56.458,21.3,35.0,153
2023-12-07 15:24:55.451,21.3,35.0,154
2023-12-07 15:24:54.451,21.3,35.0,153
2023-12-07 15:24:53.444,21.3,35.0,153
2023-12-07 15:24:52.440,21.3,35.0,153
2023-12-07 15:24:51.432,21.3,35.0,153
2023-12-07 15:24:50.433,21.3,35.0,153
2023-12-07 15:24:49.421,21.3,35.0,153
2023-12-07 15:24:48.422,21.3,35.0,153
2023-12-07 15:24:47.414,21.3,35.0,153
2023-12-07 15:24:46.410,21.3,35.0,153
2023-12-07 15:24:45.403,21.3,35.1,152
2023-12-07 15:24:44.403,21.3,35.1,153
2023-12-07 15:24:43.396,21.3,35.1,153
2023-12-07 15:24:42.392,21.3,35.1,153
2023-12-07 15:24:41.385,21.3,35.1,154
2023-12-07 15:24:40.381,21.3,35.1,154
2023-12-07 15:24:39.373,21.3,35.1,153
2023-12-07 15:24:38.373,21.3,35.1,153
2023-12-07 15:24:37.366,21.3,35.1,153
2023-12-07 15:24:36.362,21.3,35.1,153
2023-12-07 15:24:35.354,21.3,35.1,153
2023-12-07 15:24:34.351,21.3,35.1,155
2023-12-07 15:24:33.344,21.3,35.1,155
2023-12-07 15:24:32.344,21.3,35.1,155
2023-12-07 15:24:31.336,21.3,35.2,155
2023-12-07 15:24:30.333,21.3,35.2,155
2023-12-07 15:24:29.325,21.3,35.2,154
2023-12-07 15:24:28.325,21.3,35.2,155
2023-12-07 15:24:27.314,21.3,35.2,155
2023-12-07 15:24:26.314,21.3,35.2,155
2023-12-07 15:24:25.306,21.3,35.2,155
2023-12-07 15:24:24.303,21.3,35.2,155
2023-12-07 15:24:23.295,21.3,35.2,154
2023-12-07 15:24:22.296,21.3,35.2,153
2023-12-07 15:24:21.288,21.3,35.2,153
2023-12-07 15:24:20.284,21.3,35.2,152
2023-12-07 15:24:19.277,21.3,35.2,153
2023-12-07 15:24:18.277,21.3,35.2,152
2023-12-07 15:24:17.265,21.3,35.2,152
2023-12-07 15:24:16.266,21.3,35.2,155
2023-12-07 15:24:15.258,21.3,35.2,151
2023-12-07 15:24:14.255,21.3,35.2,147
2023-12-07 15:24:13.247,21.3,35.1,148
2023-12-07 15:24:12.248,21.3,35.1,148
2023-12-07 15:24:11.240,21.3,35.1,148
2023-12-07 15:24:10.236,21.3,35.1,148
2023-12-07 15:24:09.229,21.3,35.0,149
2023-12-07 15:24:08.225,21.3,35.0,148
2023-12-07 15:24:07.217,21.3,35.0,147
2023-12-07 15:24:06.218,21.3,35.0,147
2023-12-07 15:24:05.210,21.3,35.0,145
2023-12-07 15:24:04.207,21.3,35.0,145
2023-12-07 15:24:03.199,21.3,35.0,145
2023-12-07 15:24:02.203,21.3,35.0,145
2023-12-07 15:24:01.191,21.3,35.0,146
2023-12-07 15:24:00.192,21.3,35.0,146
2023-12-07 15:23:59.184,21.3,35.0,146
2023-12-07 15:23:58.181,21.3,35.0,146
2023-12-07 15:23:57.173,21.3,35.0,145
2023-12-07 15:23:56.173,21.3,35.0,145
2023-12-07 15:23:55.165,21.3,35.1,145
2023-12-07 15:23:54.162,21.3,35.1,145
2023-12-07 15:23:53.154,21.3,35.1,145
2023-12-07 15:23:52.151,21.3,35.1,145
2023-12-07 15:23:51.143,21.3,35.1,144
2023-12-07 15:23:50.143,21.3,35.1,144
2023-12-07 15:23:49.136,21.3,35.2,145
2023-12-07 15:23:48.132,21.3,35.2,145
2023-12-07 15:23:47.124,21.3,35.2,145
2023-12-07 15:23:46.121,21.3,35.2,145
2023-12-07 15:23:45.113,21.3,35.2,145
2023-12-07 15:23:44.114,21.3,35.2,146
2023-12-07 15:23:43.107,21.3,35.2,146
2023-12-07 15:23:42.102,21.3,35.2,145
2023-12-07 15:23:41.095,21.3,35.2,145
2023-12-07 15:23:40.096,21.3,35.2,145
2023-12-07 15:23:39.088,21.3,35.2,145
2023-12-07 15:23:38.085,21.3,35.2,145
2023-12-07 15:23:37.077,21.3,35.2,145
2023-12-07 15:23:36.073,21.3,35.2,145
2023-12-07 15:23:35.065,21.3,35.2,144
2023-12-07 15:23:34.066,21.3,35.2,145
2023-12-07 15:23:33.058,21.3,35.2,145
2023-12-07 15:23:32.055,21.3,35.2,145
2023-12-07 15:23:31.047,21.3,35.2,145
2023-12-07 15:23:30.048,21.3,35.2,145
2023-12-07 15:23:29.040,21.4,35.2,145
2023-12-07 15:23:28.036,21.4,35.2,145
2023-12-07 15:23:27.028,21.3,35.2,145
2023-12-07 15:23:26.025,21.3,35.2,145
2023-12-07 15:23:25.017,21.3,35.2,145
2023-12-07 15:23:24.017,21.3,35.2,145
2023-12-07 15:23:23.010,21.3,35.2,145
2023-12-07 15:23:22.006,21.3,35.2,145
2023-12-07 15:23:20.998,21.4,35.2,146
2023-12-07 15:23:19.999,21.4,35.2,145
2023-12-07 15:23:18.987,21.4,35.2,145
2023-12-07 15:23:17.988,21.4,35.2,145
2023-12-07 15:23:16.980,21.3,35.1,145
2023-12-07 15:23:15.977,21.3,35.1,145
2023-12-07 15:23:14.969,21.3,35.1,145
2023-12-07 15:23:13.969,21.3,35.1,145
2023-12-07 15:23:12.961,21.3,35.1,145
2023-12-07 15:23:11.958,21.3,35.1,145
2023-12-07 15:23:10.951,21.3,35.0,145
2023-12-07 15:23:09.947,21.3,35.0,143
2023-12-07 15:23:08.940,21.3,35.0,143
2023-12-07 15:23:07.940,21.3,35.0,142
2023-12-07 15:23:06.932,21.3,34.8,145
2023-12-07 15:23:05.928,21.3,34.8,145
2023-12-07 15:23:04.921,21.4,34.8,145
2023-12-07 15:23:03.921,21.4,34.8,145
2023-12-07 15:23:02.910,21.3,34.8,145
2023-12-07 15:23:01.914,21.3,34.8,144
2023-12-07 15:23:00.906,21.3,34.8,144
2023-12-07 15:22:59.903,21.3,34.8,143
2023-12-07 15:22:58.895,21.4,34.9,140
2023-12-07 15:22:57.895,21.4,34.9,139
2023-12-07 15:22:56.888,21.4,34.9,141
2023-12-07 15:22:55.885,21.4,34.9,141
2023-12-07 15:22:54.877,21.4,34.9,142
2023-12-07 15:22:53.873,21.4,34.9,141
2023-12-07 15:22:52.866,21.4,34.9,140
2023-12-07 15:22:51.866,21.4,34.9,137
2023-12-07 15:22:50.859,21.4,34.9,138
2023-12-07 15:22:49.854,21.4,34.9,140
2023-12-07 15:22:48.847,21.3,34.9,140
2023-12-07 15:22:47.848,21.3,34.9,138
2023-12-07 15:22:46.836,21.3,34.9,140
2023-12-07 15:22:45.837,21.3,34.9,140
2023-12-07 15:22:44.829,21.4,35.0,141
2023-12-07 15:22:43.825,21.4,35.0,142
2023-12-07 15:22:42.817,21.4,35.1,142
2023-12-07 15:22:41.818,21.4,35.1,141
2023-12-07 15:22:40.806,21.3,35.0,140
2023-12-07 15:22:39.806,21.3,35.0,140
2023-12-07 15:22:38.799,21.4,35.1,140
2023-12-07 15:22:37.795,21.4,35.1,140
2023-12-07 15:22:36.787,21.4,35.1,139
2023-12-07 15:22:35.788,21.4,35.1,140
2023-12-07 15:22:34.780,21.3,35.1,140
2023-12-07 15:22:33.777,21.3,35.1,140
2023-12-07 15:22:32.769,21.4,35.1,139
2023-12-07 15:22:31.765,21.4,35.1,139
2023-12-07 15:22:30.758,21.4,35.1,139
2023-12-07 15:22:29.758,21.4,35.1,140
2023-12-07 15:22:28.751,21.4,35.2,140
2023-12-07 15:22:27.747,21.4,35.2,140
2023-12-07 15:22:26.739,21.4,35.2,140
2023-12-07 15:22:25.736,21.4,35.2,141
2023-12-07 15:22:24.728,21.4,35.1,141
2023-12-07 15:22:23.729,21.4,35.1,141
2023-12-07 15:22:22.721,21.4,35.1,141
2023-12-07 15:22:21.718,21.4,35.1,140
2023-12-07 15:22:20.710,21.4,35.1,140
2023-12-07 15:22:19.711,21.4,35.1,140
2023-12-07 15:22:18.698,21.4,35.1,140
2023-12-07 15:22:17.699,21.4,35.1,140
2023-12-07 15:22:16.691,21.4,35.1,140
2023-12-07 15:22:15.688,21.4,35.1,140
2023-12-07 15:22:14.680,21.4,35.1,141
2023-12-07 15:22:13.680,21.4,35.1,140
2023-12-07 15:22:12.669,21.4,35.0,140
2023-12-07 15:22:11.670,21.4,35.0,139
2023-12-07 15:22:10.661,21.4,35.0,140
2023-12-07 15:22:09.658,21.4,35.0,140
2023-12-07 15:22:08.650,21.4,35.0,140
2023-12-07 15:22:07.651,21.4,35.0,140
2023-12-07 15:22:06.643,21.3,34.9,138
2023-12-07 15:22:05.640,21.3,34.9,140
2023-12-07 15:22:04.632,21.4,35.0,140
2023-12-07 15:22:03.629,21.4,35.0,140
2023-12-07 15:22:02.621,21.3,34.9,140
2023-12-07 15:22:01.624,21.3,34.9,140
2023-12-07 15:22:00.617,21.4,35.0,140
2023-12-07 15:21:59.614,21.4,35.0,140
2023-12-07 15:21:58.606,21.3,34.9,140
2023-12-07 15:21:57.602,21.3,34.9,140
2023-12-07 15:21:56.595,21.3,34.9,138
2023-12-07 15:21:55.595,21.3,34.9,136
2023-12-07 15:21:54.587,21.3,35.0,140
2023-12-07 15:21:53.584,21.3,35.0,139
2023-12-07 15:21:52.576,21.3,35.1,136
2023-12-07 15:21:51.577,21.3,35.1,125
2023-12-07 15:21:50.565,21.3,35.2,130
2023-12-07 15:21:49.565,21.3,35.2,89
2023-12-07 15:21:48.558,21.3,35.3,87
2023-12-07 15:21:47.554,21.3,35.3,87
2023-12-07 15:21:46.546,21.3,35.2,87
2023-12-07 15:21:45.543,21.3,35.2,88
2023-12-07 15:21:44.536,21.3,35.2,88
2023-12-07 15:21:43.535,21.3,35.2,87
2023-12-07 15:21:42.528,21.3,35.1,87
2023-12-07 15:21:41.525,21.3,35.1,85
2023-12-07 15:21:40.516,21.3,35.0,86
2023-12-07 15:21:39.517,21.3,35.0,86
2023-12-07 15:21:38.509,21.3,34.9,87
2023-12-07 15:21:37.506,21.3,34.9,87
2023-12-07 15:21:36.498,21.3,34.9,87
2023-12-07 15:21:35.494,21.3,34.9,86
2023-12-07 15:21:34.487,21.3,34.8,86
2023-12-07 15:21:33.487,21.3,34.8,87
2023-12-07 15:21:32.480,21.3,34.8,87
2023-12-07 15:21:31.476,21.3,34.8,90
2023-12-07 15:21:30.469,21.3,34.8,87
2023-12-07 15:21:29.469,21.3,34.8,127
2023-12-07 15:21:28.461,21.3,34.8,126
2023-12-07 15:21:27.458,21.3,34.8,127
2023-12-07 15:21:26.450,21.3,34.8,130
2023-12-07 15:21:25.451,21.3,34.8,130
2023-12-07 15:21:24.443,21.3,34.9,130
2023-12-07 15:21:23.439,21.3,34.9,130
2023-12-07 15:21:22.431,21.3,34.8,132
2023-12-07 15:21:21.428,21.3,34.8,135
2023-12-07 15:21:20.420,21.3,34.8,136
2023-12-07 15:21:19.421,21.3,34.8,136
2023-12-07 15:21:18.413,21.3,34.8,135
2023-12-07 15:21:17.410,21.3,34.8,135
2023-12-07 15:21:16.402,21.3,34.7,131
2023-12-07 15:21:15.402,21.3,34.7,131
2023-12-07 15:21:14.390,21.2,34.5,126
2023-12-07 15:21:13.391,21.2,34.5,121
2023-12-07 15:21:12.383,21.2,34.5,130
2023-12-07 15:21:11.380,21.2,34.5,126
2023-12-07 15:21:10.372,21.2,34.5,129
2023-12-07 15:21:09.373,21.2,34.5,101
2023-12-07 15:21:08.361,21.3,34.6,97
2023-12-07 15:21:07.362,21.3,34.6,89
2023-12-07 15:21:06.354,21.2,34.5,99
2023-12-07 15:21:05.350,21.2,34.5,119
2023-12-07 15:21:04.343,21.3,34.6,130
2023-12-07 15:21:03.343,21.3,34.6,130
2023-12-07 15:21:02.336,21.3,34.6,132
2023-12-07 15:21:01.336,21.3,34.6,133
2023-12-07 15:21:00.328,21.2,34.5,133
2023-12-07 15:20:59.328,21.2,34.5,133
2023-12-07 15:20:58.321,21.2,34.6,133
2023-12-07 15:20:57.317,21.2,34.6,133
2023-12-07 15:20:56.310,21.2,34.6,133
2023-12-07 15:20:55.306,21.2,34.6,133
2023-12-07 15:20:54.298,21.2,34.7,133
2023-12-07 15:20:53.299,21.2,34.7,133
2023-12-07 15:20:52.291,21.2,34.7,133
2023-12-07 15:20:51.288,21.2,34.7,132
2023-12-07 15:20:50.280,21.3,34.9,133
2023-12-07 15:20:49.280,21.3,34.9,132
2023-12-07 15:20:48.269,21.3,34.9,132
2023-12-07 15:20:47.269,21.3,34.9,133
2023-12-07 15:20:46.262,21.2,34.8,132
2023-12-07 15:20:45.258,21.2,34.8,132
